baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid,anatomyid,anatomy
101755439,0.022,309857,103551497,44442028,2064,17869514,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ErbB2 kinase,(S)-N-(2-(4-(3-chloro-4-(pyridin-2-ylmethoxy)phenylamino)quinazolin-5-yloxy)propyl)-2-hydroxy-N-methylacetamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
101778071,0.022,314962,103561948,16118179,2064,18313293,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human erbB2 autophosphorylation in MCF7 cells,(R)-2-(4-(1-(3-fluorobenzyl)-1H-indazol-5-ylamino)quinazolin-5-yloxy)-1-morpholinopropan-1-one,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,31,"","",""
101778930,0.022,315244,103574929,44455730,2064,18061446,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ebrB2 expressed in human MCF7 cells by autophosphorylation assay,(2R)-2-[4-[3-methyl-4-(6-methylpyridin-3-yl)oxyanilino]quinazolin-5-yl]oxy-1-morpholin-4-ylpropan-1-one,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,31,"","",""
101864184,0.022,260899,103479806,11539461,2064,16480284,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of HER stimulated human erbB autophosphorylation in MDA-MB-453 cells,"N-[4-[(3-chloro-4-fluorophenyl)amino]pyrido[3,4-d]pyrimidin-6-yl]-4-(4-morpholinyl)-2-butynamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,395,"","",""
101912899,0.022,270616,103498916,9872621,2064,16777410,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ErbB2,N-(4-(benzyloxy)-3-chlorophenyl)-6-(5-((2-(methylsulfonyl)ethylamino)methyl)furan-2-yl)quinazolin-4-amine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
101912910,0.022,270616,103498517,9873849,2064,16777410,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ErbB2,2-(((5-(4-(4-(3-Fluorobenzyloxy)-3-chlorophenylamino)quinazolin-6-yl)furan-2-yl)methyl)(2-(methylsulfonyl)ethyl)amino)acetonitrile,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
106010470,0.022,439897,124974945,10437018,2064,19821562,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human recombinant HER2 expressed in Sf9 cells by liquid scintillation counting,"(S)-Morpholin-3-ylmethyl (4-((1-(3-fluorobenzyl)-1H-indazol-5-yl)amino)-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl)carbamate",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
106010477,0.022,439897,103699339,45483675,2064,19821562,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human recombinant HER2 expressed in Sf9 cells by liquid scintillation counting,"[(3S)-morpholin-3-yl]methyl N-[5-ethyl-4-[[1-[(3-fluorophenyl)methyl]indazol-5-yl]amino]-7aH-pyrrolo[2,3-d]pyrimidin-6-yl]carbamate",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
204367025,0.022,549932,103549751,10151881,2064,21177105,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of HER2,"[5-(4-amino-piperidin-1-ylmethyl)-pyrrolo[2,1-f][1,2,4]triazin-4-yl]-[1-(3-fluoro-benzyl)-1H-indazol-5-yl]-amine",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254420216,0.022,632226,136935222,56849555,2064,22003817,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human N-terminus peptide (DYKDDDD)-tagged HER2 expressed in baculovirus infected insect cells using [gamma-32P]ATP as substrate after 60 mins by scintillation counting,"N-(3-Chloro-4-(pyridin-2-ylmethoxy)phenyl)-5H-pyrrolo[3,2-d]pyrimidin-4-amine",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254420346,0.022,632227,136922139,56850930,2064,22003817,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human N-terminus peptide (DYKDDDD)-tagged EGFR expressed in baculovirus infected insect cells using [gamma-32P]ATP as substrate after 60 mins by scintillation counting,Egfr/her2-IN-11,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
355631310,0.022,1305356,336906414,127052095,2064,27190603,Confirmatory,20220830,0,0,Active,P04626,EC50,=,ChEMBL,Inhibition of EGFR exon19 deletion activating mutant autophosphorylation in human PC9 cells incubated for 2 hrs by ELISA,N-[3-[2-[3-amino-6-[1-(2-morpholin-4-ylethyl)pyrazol-4-yl]pyrazin-2-yl]benzimidazol-1-yl]phenyl]prop-2-enamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,45732,"","",""
355633471,0.022,1306577,103244983,123631,2064,27288180,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of EGFR L858R mutant (unknown origin) expressed in mouse BaF/3 cells assessed as cell growth inhibition after 72 hrs by MTS assay,Gefitinib,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
366350093,0.022,1549565,136940589,24821094,2064,30875504,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human recombinant HER2 using biotinyl-beta amyloid beta amyloid beta AAEEEEYFELVAKKK measured after 10 mins in the presence of ATP by HTRF assay,Ibrutinib,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402178304,0.022,1801898,317227922,71618040,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,Time-Resolved Fret (TR-FRET) Assay from US Patent US9187459: 'Quinazoline-7-ether compounds and methods of use',"(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[[(1R,5R)-3-oxabicyclo[3.1.0]hexan-1-yl]methoxy]quinazolin-6-yl]-4-(dimethylamino)but-2-enamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402203197,0.022,1798359,404345970,130276937,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"In Vitro Inhibitory Activity Assay from US Patent US9920060: 'Pyrazolo[3,4-d]pyrimidine compound or salt thereof'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-3-fluoro-2-methylphenyl]-1-[(3R)-1-prop-2-enoylpyrrolidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402203200,0.022,1798359,404345953,130276381,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"In Vitro Inhibitory Activity Assay from US Patent US9920060: 'Pyrazolo[3,4-d]pyrimidine compound or salt thereof'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-2,5-dimethylphenyl]-1-[(3R)-1-prop-2-enoylpiperidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402232590,0.022,1803904,404345970,130276937,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"HER2-Phosphorylating Activity from US Patent US10329300: 'Pyrazolo[3,4-d]pyrimidine compound or salt thereof'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-3-fluoro-2-methylphenyl]-1-[(3R)-1-prop-2-enoylpyrrolidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402232621,0.022,1803904,404345953,130276381,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"HER2-Phosphorylating Activity from US Patent US10329300: 'Pyrazolo[3,4-d]pyrimidine compound or salt thereof'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-2,5-dimethylphenyl]-1-[(3R)-1-prop-2-enoylpiperidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402347878,0.022,1919554,483499835,168474845,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"Inhibitory Effect on HER2-Phosphorylating Activity (In Vitro) from US Patent US11696917: 'Agent enhancing antitumor effect using pyrazolo[3,4-d]pyrimidine compound'","US11696917, Example 39",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402347995,0.022,1919554,404345970,130276937,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"Inhibitory Effect on HER2-Phosphorylating Activity (In Vitro) from US Patent US11696917: 'Agent enhancing antitumor effect using pyrazolo[3,4-d]pyrimidine compound'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-3-fluoro-2-methylphenyl]-1-[(3R)-1-prop-2-enoylpyrrolidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402439961,0.022,1920052,486503748,167318745,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 278",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440079,0.0221,1920052,486503863,167318701,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 398",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
410146990,0.0221,1798142,464922022,151915644,2064,"",Confirmatory,20240513,0,0,Active,P04626,IC50,"",BindingDB,Potency Assessment EGFR (WT) and EGFR Mutants from US Patent US11896597: 'ErbB/BTK inhibitors',"N-[5-[[4-[4,5-difluoro-2-(2-hydroxypropan-2-yl)anilino]-1,3,5-triazin-2-yl]amino]-4-methoxy-2-[methyl(2-pyrrolidin-1-ylethyl)amino]phenyl]prop-2-enamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440448,0.0222,1920053,486503740,169552765,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"ErbB Enzyme Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 270",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402439945,0.0223,1920052,486503732,167318563,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 262",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440329,0.0223,1920053,486503622,167318839,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"ErbB Enzyme Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 150",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
321541448,0.0224,664633,160678864,53341082,2064,22372864,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of HER2 preincubated for 10 mins followed by incubation for 30 mins by fluorescence polarization assay,"N-[[2-[4-amino-6-[3-chloro-4-(pyridin-2-ylmethoxy)anilino]pyrimidin-5-yl]-1,3-oxazol-4-yl]methyl]prop-2-enamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402250515,0.0224,1804976,441610620,146241657,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,Inhibition Assay from US Patent US10822334: 'ErbB receptor inhibitors',CID 146241657,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402439890,0.0224,1920052,486503677,166927721,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 207",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440155,0.0224,1920052,486503939,167318716,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 475",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402439839,0.0225,1920052,486503627,167318859,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 155",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
410146305,0.0225,1798142,464922103,139377851,2064,"",Confirmatory,20240513,0,0,Active,P04626,IC50,"",BindingDB,Potency Assessment EGFR (WT) and EGFR Mutants from US Patent US11896597: 'ErbB/BTK inhibitors',"N-[5-[[4-[5-chloro-4-fluoro-2-(2-hydroxypropan-2-yl)anilino]pyrimidin-2-yl]amino]-2-[(2R,4S)-2-[(dimethylamino)methyl]-4-methylpyrrolidin-1-yl]-4-methoxyphenyl]prop-2-enamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402439685,0.0227,1920052,486503480,162429013,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 8",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440300,0.0227,1920053,486503594,167318749,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"ErbB Enzyme Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 122",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440058,0.0228,1920052,486503842,167318667,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 375",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440085,0.0228,1920052,486503869,167318550,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"Biochemical Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 404",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440390,0.0229,1920053,486503682,167318692,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"ErbB Enzyme Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 212",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
101675443,0.023,290550,103523370,44426274,2064,17398092,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of erbB2 in NH3T3 cells,4-(4-(6-(3-(2-methoxyacetamido)prop-1-ynyl)quinazolin-4-ylamino)-2-methylphenoxy)-N-neopentylbenzamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
101675471,0.023,290549,103523377,44426279,2064,17398092,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of erbB2 expressed in Sf9 cells,"3,3-Dimethyl-1-(4-(2-methyl-4-(6-morpholinopyrido[3,4-d]pyrimidin-4-ylamino)phenoxy)piperidin-1-yl)butan-1-one",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
101751500,0.023,308828,103549751,10151881,2064,17606372,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human recombinant HER2 expressed in insect Sf9 cells,"[5-(4-amino-piperidin-1-ylmethyl)-pyrrolo[2,1-f][1,2,4]triazin-4-yl]-[1-(3-fluoro-benzyl)-1H-indazol-5-yl]-amine",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
101778085,0.023,314962,103561935,11712237,2064,18313293,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human erbB2 autophosphorylation in MCF7 cells,"(R)-N,N-dimethyl-2-(4-(3-methyl-4-(6-methylpyridin-3-yloxy)phenylamino)quinazolin-5-yloxy)propanamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,31,"","",""
101778517,0.023,315244,103561935,11712237,2064,18061446,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ebrB2 expressed in human MCF7 cells by autophosphorylation assay,"(R)-N,N-dimethyl-2-(4-(3-methyl-4-(6-methylpyridin-3-yloxy)phenylamino)quinazolin-5-yloxy)propanamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,31,"","",""
101778933,0.023,315244,103574876,44455701,2064,18061446,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ebrB2 expressed in human MCF7 cells by autophosphorylation assay,(2R)-2-[4-[3-methoxy-4-(6-methylpyridin-3-yl)oxyanilino]quinazolin-5-yl]oxy-1-morpholin-4-ylpropan-1-one,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,31,"","",""
101864177,0.023,260899,103479798,11532242,2064,16480284,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of HER stimulated human erbB autophosphorylation in MDA-MB-453 cells,N-[4-(3-chloro-4-fluoroanilino)quinazolin-6-yl]-5-(diethylamino)pent-2-ynamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,395,"","",""
101912914,0.023,270616,103498679,9937660,2064,16777410,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of ErbB2,4-((5-(4-((4-(Benzyloxy)-3-chlorophenyl)amino)quinazolin-6-yl)furan-2-yl)methyl)thiomorpholine 1-oxide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
106010474,0.023,439897,103699413,45483687,2064,19821562,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human recombinant HER2 expressed in Sf9 cells by liquid scintillation counting,"{4-(1-Benzyl-1H-indazol-5-ylamino)-5-ethyl-pyrrolo[2,1-f][1,2,4]triazin-6-yl}-carbamic acid piperidin-4-ylmethyl ester",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
204365019,0.023,549932,124974945,10437018,2064,21177105,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of HER2,"(S)-Morpholin-3-ylmethyl (4-((1-(3-fluorobenzyl)-1H-indazol-5-yl)amino)-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl)carbamate",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254420119,0.023,632227,123085234,11620908,2064,22003817,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of human N-terminus peptide (DYKDDDD)-tagged EGFR expressed in baculovirus infected insect cells using [gamma-32P]ATP as substrate after 60 mins by scintillation counting,Tak-285,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
340069398,0.023,770082,174514062,73292363,2064,23930994,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of EGFR exon 19 deletion activating mutant phosphorylation in human PC9 cells after 2 hrs by fluorescence assay,N-(5-{[5-Chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-4-methoxy-2-{4-methylpiperazin-1-yl}phenyl)prop-2-enamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,45732,"","",""
354665410,0.023,1289551,312367127,71496458,2064,26756222,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of EGFR deletion mutant autophosphorylation in human HCC827 cells after 2 hrs by sandwich ELISA,Osimertinib,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
355630994,0.023,1305356,336903855,127050256,2064,27190603,Confirmatory,20220830,0,0,Active,P04626,EC50,=,ChEMBL,Inhibition of EGFR exon19 deletion activating mutant autophosphorylation in human PC9 cells incubated for 2 hrs by ELISA,N-[3-[2-[6-[1-(1-acetylpiperidin-4-yl)pyrazol-4-yl]-3-aminopyrazin-2-yl]benzimidazol-1-yl]phenyl]prop-2-enamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,45732,"","",""
355656035,0.023,1315979,374296412,134139694,2064,27491023,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Irreversible inhibition of GST-tagged ERBB2 (unknown origin) (Ile-675 to Val-1256 residues) expressed in baculovirus infected Sf9 insect cells assessed as reduction in Glu/Tyr copolymer phosphorylation after 6 mins by ELISA,(E)-N-[4-[(1-benzylindazol-5-yl)amino]-7-ethoxyquinazolin-6-yl]-4-(4-methylpiperazin-1-yl)but-2-enamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,521,"","",""
372112586,0.023,1676531,461529019,162653183,2064,32931277,Confirmatory,20220830,0,0,Active,P04626,IC50,=,ChEMBL,Inhibition of C-terminal His6-tagged HER2 (703 to 1029 residues) (unknown origin) expressed in Sf9 insect cells using TK as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins in presence of XL665-labeled streptavi,"N-[2-[2-(dimethylamino)ethoxy]-5-[4-[4-[(1,3-dioxoisoindol-2-yl)methyl]anilino]-7H-pyrrolo[2,3-d]pyrimidin-5-yl]phenyl]prop-2-enamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
389666768,0.023,1806610,471698534,59404878,2064,"",Confirmatory,20231017,0,0,Active,P04626,IC50,"",BindingDB,Cell Viability Assay and IC50 Estimation from US Patent US11365189: 'Heterocyclic inhibitors of tyrosine kinase',"US11365189, Ex. No. 37",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402178300,0.023,1801898,317227921,121596254,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,Time-Resolved Fret (TR-FRET) Assay from US Patent US9187459: 'Quinazoline-7-ether compounds and methods of use',"(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[[(1S,5S)-3-oxabicyclo[3.1.0]hexan-1-yl]methoxy]quinazolin-6-yl]-5-(dimethylamino)pent-2-enamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402203165,0.023,1798359,404345954,130275764,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"In Vitro Inhibitory Activity Assay from US Patent US9920060: 'Pyrazolo[3,4-d]pyrimidine compound or salt thereof'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-3-methoxyphenyl]-1-[(3R)-1-prop-2-enoylpiperidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402232558,0.023,1803904,404345954,130275764,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"HER2-Phosphorylating Activity from US Patent US10329300: 'Pyrazolo[3,4-d]pyrimidine compound or salt thereof'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-3-methoxyphenyl]-1-[(3R)-1-prop-2-enoylpiperidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402347874,0.023,1919554,404345954,130275764,2064,"",Confirmatory,20240109,0,0,Active,P04626,IC50,"",BindingDB,"Inhibitory Effect on HER2-Phosphorylating Activity (In Vitro) from US Patent US11696917: 'Agent enhancing antitumor effect using pyrazolo[3,4-d]pyrimidine compound'","4-amino-N-[4-[2-(dimethylamino)-2-oxoethyl]-3-methoxyphenyl]-1-[(3R)-1-prop-2-enoylpiperidin-3-yl]pyrazolo[3,4-d]pyrimidine-3-carboxamide",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440176,0.023,1920053,486503476,162428791,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"ErbB Enzyme Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 4",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
402440291,0.023,1920053,486503585,167318902,2064,"",Confirmatory,20240212,0,0,Active,P04626,IC50,"",BindingDB,"ErbB Enzyme Assay from US Patent US11834453: 'Substituted pyrimido[5,4-d]pyrimidines as HER2 inhibitors'","US11834453, Example 113",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
