AID,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,AID_type,PUBCHEM_ACTIVITY_SCORE,activity_added,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Value,Standard Units,Activity Comment,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Target Accession(s),Ligand,Target,IC50 Qualifier,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Name,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50,target_name
69874,103332459,5328881,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,6.75,IC50,=,6.75,0,0,0,0,0,6750,nM,,,,,,,,,,,,,EGFR/ErbB-2,,,,,,,,,,,,,,,,,,,,check
69874,103332098,5328882,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.1,IC50,=,1.1,0,0,0,0,0,1100,nM,,,,,,,,,,,,,EGFR/ErbB-2,,,,,,,,,,,,,,,,,,,,check
69874,103332539,5328883,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,6.79,IC50,=,6.79,0,0,0,0,0,6790,nM,,,,,,,,,,,,,EGFR/ErbB-2,,,,,,,,,,,,,,,,,,,,check
69874,103332513,5328884,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,5.15,IC50,=,5.15,0,0,0,0,0,5150,nM,,,,,,,,,,,,,EGFR/ErbB-2,,,,,,,,,,,,,,,,,,,,check
70241,103220856,5328940,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,2.6,IC50,=,2.6,0,0,0,0,0,2600,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
624804,103220856,5328940,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,2.5,Kd,=,0,0,0,0,2.5,0,2500,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
69714,103303391,5328954,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.014,IC50,=,0.014,0,0,0,0,0,14,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034231,5328954,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.014,IC50,,0.014,0,0,0,0,0,,,,,,,,,,,,14,P04626,BDBM4568,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303499,5328955,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.038,IC50,=,0.038,0,0,0,0,0,38,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034232,5328955,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.038,IC50,,0.038,0,0,0,0,0,,,,,,,,,,,,38,P04626,BDBM4569,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303392,5328956,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.177,IC50,=,0.177,0,0,0,0,0,177,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034233,5328956,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.177,IC50,,0.177,0,0,0,0,0,,,,,,,,,,,,177,P04626,BDBM4570,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303133,5328957,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.113,IC50,=,0.113,0,0,0,0,0,113,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034234,5328957,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.113,IC50,,0.113,0,0,0,0,0,,,,,,,,,,,,113,P04626,BDBM4571,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303132,5328958,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.162,IC50,=,0.162,0,0,0,0,0,162,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034235,5328958,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.162,IC50,,0.162,0,0,0,0,0,,,,,,,,,,,,162,P04626,BDBM4572,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303243,5328959,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.085,IC50,=,0.085,0,0,0,0,0,85,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034236,5328959,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.085,IC50,,0.085,0,0,0,0,0,,,,,,,,,,,,85,P04626,BDBM4573,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303393,5328960,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.073,IC50,=,0.073,0,0,0,0,0,73,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034237,5328960,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.073,IC50,,0.073,0,0,0,0,0,,,,,,,,,,,,73,P04626,BDBM4574,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302993,5328961,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.053,IC50,=,0.053,0,0,0,0,0,53,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034238,5328961,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.053,IC50,,0.053,0,0,0,0,0,,,,,,,,,,,,53,P04626,BDBM4575,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302708,5328962,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.124,IC50,=,0.124,0,0,0,0,0,124,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034239,5328962,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.124,IC50,,0.124,0,0,0,0,0,,,,,,,,,,,,124,P04626,BDBM4576,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
1795646,8034240,5328963,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.117,IC50,,0.117,0,0,0,0,0,,,,,,,,,,,,117,P04626,BDBM4577,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302689,5328964,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.183,IC50,=,0.183,0,0,0,0,0,183,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034241,5328964,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.183,IC50,,0.183,0,0,0,0,0,,,,,,,,,,,,183,P04626,BDBM4578,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302688,5328965,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.033,IC50,=,0.033,0,0,0,0,0,33,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034242,5328965,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.033,IC50,,0.033,0,0,0,0,0,,,,,,,,,,,,33,P04626,BDBM4579,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302531,5328966,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.116,IC50,=,0.116,0,0,0,0,0,116,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034243,5328966,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.116,IC50,,0.116,0,0,0,0,0,,,,,,,,,,,,116,P04626,BDBM4580,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303552,5328967,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.122,IC50,=,0.122,0,0,0,0,0,122,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
404519,103303552,5328967,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.009,IC50,=,0.009,0,0,0,0,0,9,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034244,5328967,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.122,IC50,,0.122,0,0,0,0,0,,,,,,,,,,,,122,P04626,BDBM4581,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302479,5328968,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.016,IC50,=,0.016,0,0,0,0,0,16,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034245,5328968,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.016,IC50,,0.016,0,0,0,0,0,,,,,,,,,,,,16,P04626,BDBM4582,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302478,5328969,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.301,IC50,=,0.301,0,0,0,0,0,301,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1535440,103302478,5328969,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.301,IC50,=,0.301,0,0,0,0,0,301,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034246,5328969,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.301,IC50,,0.301,0,0,0,0,0,,,,,,,,,,,,301,P04626,BDBM4583,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303028,5328970,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.164,IC50,=,1.164,0,0,0,0,0,1164,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034247,5328970,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,1.164,IC50,,1.164,0,0,0,0,0,,,,,,,,,,,,1164,P04626,BDBM4584,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303027,5328971,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.428,IC50,=,1.428,0,0,0,0,0,1428,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034248,5328971,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,1.428,IC50,,1.428,0,0,0,0,0,,,,,,,,,,,,1428,P04626,BDBM4585,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303477,5328972,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.559,IC50,=,1.559,0,0,0,0,0,1559,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034249,5328972,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,1.559,IC50,,1.559,0,0,0,0,0,,,,,,,,,,,,1559,P04626,BDBM4586,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303487,5328973,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,2.776,IC50,=,2.776,0,0,0,0,0,2776,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034250,5328973,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,2.776,IC50,,2.776,0,0,0,0,0,,,,,,,,,,,,2776,P04626,BDBM4587,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303515,5328974,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,2.808,IC50,=,2.808,0,0,0,0,0,2808,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034251,5328974,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,2.808,IC50,,2.808,0,0,0,0,0,,,,,,,,,,,,2808,P04626,BDBM4588,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,163326254,5328975,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.912,IC50,=,1.912,0,0,0,0,0,1912,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034252,5328975,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,1.912,IC50,,1.912,0,0,0,0,0,,,,,,,,,,,,1912,P04626,BDBM4589,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302210,5328976,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.733,IC50,=,0.733,0,0,0,0,0,733,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034253,5328976,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.733,IC50,,0.733,0,0,0,0,0,,,,,,,,,,,,733,P04626,BDBM4590,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302863,5328977,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.634,IC50,=,0.634,0,0,0,0,0,634,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034254,5328977,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.634,IC50,,0.634,0,0,0,0,0,,,,,,,,,,,,634,P04626,BDBM4591,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302834,5328978,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.414,IC50,=,0.414,0,0,0,0,0,414,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034255,5328978,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.414,IC50,,0.414,0,0,0,0,0,,,,,,,,,,,,414,P04626,BDBM4592,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302730,5328979,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.592,IC50,=,1.592,0,0,0,0,0,1592,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034256,5328979,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,1.592,IC50,,1.592,0,0,0,0,0,,,,,,,,,,,,1592,P04626,BDBM4593,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302728,5328983,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,8.832,IC50,=,8.832,0,0,0,0,0,8832,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034260,5328983,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,8.832,IC50,,8.832,0,0,0,0,0,,,,,,,,,,,,8832,P04626,BDBM4597,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103302740,5328984,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,5.042,IC50,=,5.042,0,0,0,0,0,5042,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034261,5328984,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,5.042,IC50,,5.042,0,0,0,0,0,,,,,,,,,,,,5042,P04626,BDBM4598,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303565,5328985,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.458,IC50,=,0.458,0,0,0,0,0,458,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034262,5328985,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,0.458,IC50,,0.458,0,0,0,0,0,,,,,,,,,,,,458,P04626,BDBM4599,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,103303503,5328987,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,4.182,IC50,=,4.182,0,0,0,0,0,4182,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034264,5328987,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,4.182,IC50,,4.182,0,0,0,0,0,,,,,,,,,,,,4182,P04626,BDBM4601,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
69714,163312548,5328989,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,2.921,IC50,=,2.921,0,0,0,0,0,2921,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
1795646,8034266,5328989,Active,confirmatory,,"Compounds with any of Ki, IC50, Kd, or EC50 activity value <= 10uM are labeled as ""Active"".",,2.921,IC50,,2.921,0,0,0,0,0,,,,,,,,,,,,2921,P04626,BDBM4603,Receptor tyrosine-protein kinase erbB-2,,,,,,,,,,,,,,,,,,,,
418589,103245651,5329009,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.024,IC50,=,0.024,0,0,0,0,0,24,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erbB-2
68096,103236915,5329069,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.0039,IC50,=,0.0039,0,0,0,0,0,3.9,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69712,103376203,5329085,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.11,IC50,=,0.11,0,0,0,0,0,110,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69712,103376171,5329086,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.207,IC50,=,0.207,0,0,0,0,0,207,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69712,103376061,5329087,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.013,IC50,=,0.013,0,0,0,0,0,13,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69712,103376034,5329088,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.014,IC50,=,0.014,0,0,0,0,0,14,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69713,103376060,5329089,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.005,IC50,=,0.005,0,0,0,0,0,5,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69713,103375950,5329090,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.0081,IC50,=,0.0081,0,0,0,0,0,8.1,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
69713,103375975,5329092,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.024,IC50,=,0.024,0,0,0,0,0,24,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
3366,103262784,5329232,Active,confirmatory, <= 10 uM is active ,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,2.5,IC50,=,2.5,0,0,0,0,0,2500,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
226205,103262784,5329232,Active,confirmatory,,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.3,IC50,=,0.3,0,0,0,0,0,300,nM,,,,,,,,,,,,,erbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
3366,103263072,5329236,Active,confirmatory, <= 10 uM is active ,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.24,IC50,=,1.24,0,0,0,0,0,1240,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
81581,103263072,5329236,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.1,IC50,=,0.1,0,0,0,0,0,100,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
3366,103263082,5329239,Active,confirmatory, <= 10 uM is active ,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,1.21,IC50,=,1.21,0,0,0,0,0,1210,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
81581,103263082,5329239,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.4,IC50,=,0.4,0,0,0,0,0,400,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
3366,103262865,5329240,Active,confirmatory, <= 10 uM is active ,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.37,IC50,=,0.37,0,0,0,0,0,370,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
81581,103262865,5329240,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.2,IC50,=,0.2,0,0,0,0,0,200,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
3366,103262822,5329243,Active,confirmatory, <= 10 uM is active ,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.35,IC50,=,0.35,0,0,0,0,0,350,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
81581,103262822,5329243,Active,confirmatory,<= 10uM is active,Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation.,,0.1,IC50,=,0.1,0,0,0,0,0,100,nM,,,,,,,,,,,,,ErbB-2,,,,,,,,,,,,,,,,,,,,erbB-2
